"questionId","category","difficulty","questionContent","answerA","answerB","answerC","answerD","correctAnswerIndex","correctAnswerLetter","correctAnswerText","sourceFile","createdAt"
"q_111","An toàn hệ điều hành & Lỗ hổng","Easy","Đâu là một biện pháp phòng chống SYN Floods:","SYN Firewalls","SYN IDS","SYN Proxy","SYN Cache","2","C","SYN Proxy","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786014"
"q_112","An toàn hệ điều hành & Lỗ hổng","Hard","Các zombie thường được tin tặc sử dụng để:","Đánh cắp dữ liệu từ máy chủ CSDL","Thực hiện tấn công DoS","Thực hiện tấn công tràn bộ đệm","Thực hiện tấn công DDoS","3","D","Thực hiện tấn công DDoS","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786017"
"q_113","An toàn hệ điều hành & Lỗ hổng","Medium","Tấn công kiểu Social Engineering có thể cho phép tin tặc:","Đánh cắp toàn bộ dữ liệu trên máy chủ","Phá hỏng máy chủ","Đánh cắp thông tin nhạy cảm trong cơ sở dữ liệu máy chủ","Đánh cắp thông tin nhạy cảm của người dùng","3","D","Đánh cắp thông tin nhạy cảm của người dùng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786020"
"q_114","An toàn hệ điều hành & Lỗ hổng","Easy","Tấn công bằng mã độc có thể gồm:","Chèn mã XSS, CSRF","Chèn mã SQL","Tràn bộ đệm","SQLi, XSS, CSRF và Buffer overflow","3","D","SQLi, XSS, CSRF và Buffer overflow","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786024"
"q_115","An toàn hệ điều hành & Lỗ hổng","Medium","Tại sao việc sử dụng thủ tục cơ sở dữ liệu (Stored procedure) là một trong các biện pháp hiệu quả để ngăn chặn triệt để tấn công chèn mã SQL ?","Thủ tục cơ sở dữ liệu có khả năng cẩm chèn mã","Thủ tục cơ sở dữ liệu độc lập với các ứng dụng","Thủ tục cơ sở dữ liệu cho phép tách mã lệnh SQL khỏi dữ liệu người dùng","Thủ tục cơ sở dữ liệu lưu trong cơ sở dữ liệu và chạy nhanh hơn câu lệnh trực tiếp","2","C","Thủ tục cơ sở dữ liệu cho phép tách mã lệnh SQL khỏi dữ liệu người dùng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786032"
"q_116","An toàn hệ điều hành & Lỗ hổng","Medium","Dạng tấn công chèn mã được tin tặc sử dụng phổ biến trên các trang web nhắm đến các cơ sở dữ liệu là:","Tấn công chèn mã SQL","Tấn công chèn mã XSS","Tấn công chèn mã CSRF","Tấn công chèn mã HTML","0","A","Tấn công chèn mã SQL","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786036"
"q_117","An toàn hệ điều hành & Lỗ hổng","Easy","Đâu là một trong các biện pháp phòng chống tấn công khai thác lỗi tràn bộ đệm?","Sử dụng các thư viện lập trình an toàn //or sử dụng cơ chế cấm thực hiện mã trong dữ liệu (DEP)","Sử dụng tường lửa","Sử dụng các kỹ thuật mật mã","Sử dụng công nghệ xác thực mạnh","0","A","Sử dụng các thư viện lập trình an toàn //or sử dụng cơ chế cấm thực hiện mã trong dữ liệu (DEP)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786039"
"q_118","An toàn hệ điều hành & Lỗ hổng","Medium","Để thực hiện tấn công Smurf, tin tặc phải giả mạo địa chỉ gói tin ICMP trong yêu cầu tấn công. Tin tặc sử dụng…","Địa chỉ máy nạn nhân làm địa đích của gói tin","Địa chỉ router làm địa đích của gói tin","Địa chỉ máy nạn nhân làm địa chỉ nguồn của gói tin","Địa chỉ router làm địa chỉ nguồn của gói tin","2","C","Địa chỉ máy nạn nhân làm địa chỉ nguồn của gói tin","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786042"
"q_119","An toàn hệ điều hành & Lỗ hổng","Hard","Để thực hiện tấn công DDOS, tin tặc trước hết cần chiếm quyền điều khiển của một lượng lớn máy tính. Các máy tính bị chiếm quyền điều khiển thường được gọi là:","Worms","Viruses","Zombies","Trojans","2","C","Zombies","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786045"
"q_120","An toàn hệ điều hành & Lỗ hổng","Easy","Điểm yếu là","Một lỗi hoặc một khiếm khuyết tồn tại trong hệ thống","Một lỗi khi xây dựng phần cứng máy tính","Một lỗi hoặc một khiếm khuyết tồn tại trong kết nối mạng","Là 1 khiếm khuyết của phần mềm","0","A","Một lỗi hoặc một khiếm khuyết tồn tại trong hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786048"
"q_121","An toàn hệ điều hành & Lỗ hổng","Medium","Tìm phát biểu đúng","Lỗ hổng là bất kỳ điểm yếu nào trong hệ thống cho phép hacker có thể gây tác hại","Lỗ hổng là bất kỳ điểm yếu nào trong hệ thống cho phép mối đe dọa có thể gây tác hại","Lỗ hổng là bất kỳ điểm yếu nào trong mạng cho phép mối đe dọa có thể gây tác hại","Lỗ hổng là bất kỳ điều gì trong hệ thống cho phép mối đe dọa có thể gây tác hại","3","D","Lỗ hổng là bất kỳ điều gì trong hệ thống cho phép mối đe dọa có thể gây tác hại","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786051"
"q_122","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải là mối quan hệ giữa mối đe dọa và lỗ hổng","Các mối đe dọa thường khai thác một hoặc một số lỗ hổng đã biết để thực hiện các cuộc tấn công phá hoại","Không thể triệt tiêu được hết các lỗ hỏng, nhưng có thể giảm thiểu các mối đe dọa, qua đó giảm thiểu khả năng bị tận dụng để tấn công","Nếu tồn tại một lỗ hổng trong hệ thống, sẽ có khả năng một mối đe dọa trở thành hiện thực","Không thể triệt tiêu được hết các mối đe dọa, nhưng có thể giảm thiểu các lỗ hổng, qua đó giảm thiểu khả năng bị tận dụng để tấn công","1","B","Không thể triệt tiêu được hết các lỗ hỏng, nhưng có thể giảm thiểu các mối đe dọa, qua đó giảm thiểu khả năng bị tận dụng để tấn công","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786054"
"q_123","An toàn hệ điều hành & Lỗ hổng","Easy","Dạng tấn công liên quan đến việc nghe trôm trên đường truyền và chuyển hướng thông tin để sử dụng trái phép là","Interceptions","Fabrications","Interruptions","Modifications","0","A","Interceptions","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786057"
"q_124","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải là 1 kiểu tấn công thụ động","Không gây ra thay đổi trên hệ thống","Sửa đổi dữ liệu trong file","Nghe lén","Giám sát lưu lượng trên đường truyền","2","C","Nghe lén","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786060"
"q_125","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải là 1 dạng tấn công","Tấn công từ chối dịch vụ","Tràn bộ đệm","Tấn công kiểu Social Engineering","Tấn công giả mạo địa chỉ","1","B","Tràn bộ đệm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786063"
"q_126","An toàn hệ điều hành & Lỗ hổng","Easy","Đâu là một nguyên nhân dẫn dến bị tấn công bằng mã độc","Xậm phạm vào bộ nhớ riêng cảu ứng dụng","Để mật khẩu ở dạng bản rõ","Dữ liệu đầu vào từ người dùng hoặc từ các nguồn khác không được kiểm tra hoặc kiểm tra không kỹ lưỡng","Sử dụng thủ tục bắt tay ba bước","2","C","Dữ liệu đầu vào từ người dùng hoặc từ các nguồn khác không được kiểm tra hoặc kiểm tra không kỹ lưỡng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786066"
"q_127","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải là một biện pháp phòng chống dựa trên thiết lập quyền truy nhập người dùng phù hợp","Không sử dụng người dùng có quyền system admin hoặc database owner làm người dùng truy cập dữ liệu","Người dùng được quyền truy nhập vào mọi tác vụ của hệ thống","Chia nhóm người dùng, chỉ cấp quyền vừa đủ để truy cập các bảng biểu, thực hiện câu truy vấn và chạy các thủ tục","Tốt nhất, không cấp quyền thực hiện các câu truy vấn, cập nhật, sửa, xóa trực tiếp dữ liệu; Thủ tục hóa tất cả các câu lệnh và chỉ cấp quyền thực hiện thủ tục","1","B","Người dùng được quyền truy nhập vào mọi tác vụ của hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786069"
"q_128","An toàn hệ điều hành & Lỗ hổng","Medium","Trong tấn công DoS, việc gửi một lượng lớn yêu cầu gây cạn kiệt tài nguyên hệ thống hoặc băng thông đường truyền là loại tấn công nào","Flooding attacks","Logic attacks","SYN cache","Sniffing","0","A","Flooding attacks","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786072"
"q_129","An toàn hệ điều hành & Lỗ hổng","Easy","SYN floods là kỹ thuật gây … các gói tin mở kết nối TCP","Hỏng hóc","Dừng","Ngập lụt","Giả mạo","2","C","Ngập lụt","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786075"
"q_130","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải là cách phòng chống SYN floods","Sử dụng kỹ thuật lọc","Giảm thời gian chờ","Sử dụng Firewall và proxy","Sử dụng mật khẩu mạnh","1","B","Giảm thời gian chờ","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786079"
"q_131","An toàn hệ điều hành & Lỗ hổng","Medium","Điểm khác biệt của Reflective DDoS so với DDoS là gì","Các máy tính do kẻ tấn công điều khiển (Slaves/Zombies) trực tiếp tấn công máy nạn nhân","Một lượng lớn yêu cầu giả mạo với địa chỉ nguồn là địa chỉ máy nạn nhân đến một số lớn các máy khác được gửi đi","Phạm vi tấn công lớn","Tạo một lượng lớn yêu cầu kết nối giả mạo","1","B","Một lượng lớn yêu cầu giả mạo với địa chỉ nguồn là địa chỉ máy nạn nhân đến một số lớn các máy khác được gửi đi","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786082"
"q_132","An toàn hệ điều hành & Lỗ hổng","Easy","Đâu không phải là 1 các tấn công kiểu Social Engineering","Kẻ tấn công bắt buộc người dùng truy cập vào đường dẫn giả mạo","Kẻ tấn công có thể giả danh làm người có vị trí cao hơn so với nạn nhân để có được sự tin tưởng","Kẻ tấn công có thể mạo nhận là người được ủy quyền của người có thẩm quyền để yêu cầu các nhân viên tiết lộ thông tin về cá nhân/tổ chức","Kẻ tấn công có thể lập trang web giả để đánh lừa người dùng cung cấp các thông tin cá nhân và thông tin tài khoản, thẻ tín dụng, …","0","A","Kẻ tấn công bắt buộc người dùng truy cập vào đường dẫn giả mạo","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786085"
"q_133","An toàn hệ điều hành & Lỗ hổng","Hard","Tìm phương án sai, Tấn công bằng bomb thư có thể thực hiện bằng","Có thể thực hiện được bằng kỹ thuật Social Engineering","Hoặc khai thác lỗi trong hệ thống gửi nhận email SMTP","Kẻ tấn công có thể lợi dụng các máy chủ email không được cấu hình tốt để gửi email cho chúng","Sử dụng phương pháp truyền tin TCP","3","D","Sử dụng phương pháp truyền tin TCP","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786088"
"q_134","An toàn hệ điều hành & Lỗ hổng","Medium","Chọn phát biểu đúng về logic bomb","Thường được “nhúng” vào các chương trình đặt trưng và thường tự động “phát nổ” trong một số điều kiện cụ thể","Thường “có sẵn” trong các chương trình bình thường và thường tự động “phát nổ” trong một số điều kiện cụ thể","Thường được “nhúng” vào các chương trình bình thường","Thường được “nhúng” vào các chương trình bình thường và thường hẹn giờ để “phát nổ” trong một số điều kiện cụ thể","3","D","Thường được “nhúng” vào các chương trình bình thường và thường hẹn giờ để “phát nổ” trong một số điều kiện cụ thể","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786091"
"q_135","An toàn hệ điều hành & Lỗ hổng","Easy","Trojan horse là chương trình chứa …, thường giả danh những chương trình …, nhằm lừa người dùng kích hoạt chúng","Mã máy / Có ích","Mã độc / Có ích","Mã máy / Thông dụng","Mã độc / Thông dụng","1","B","Mã độc / Có ích","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786094"
"q_136","An toàn hệ điều hành & Lỗ hổng","Medium","Trojan horse thường được sử dụng để","Thực thi gián tiếp các tác vụ, mà tác giả của chúng không thể thực hiện trực tiếp do không có quyền truy nhập","Thực thi gián tiếp các tác vụ, mà tác giả của chúng không thể thực hiện được do không thể truy nhập","Thực thi trực tiếp các tác vụ, mà tác giả của chúng không thể thực hiện gián tiếp dù đã được cấp quyền truy nhập","Thực thi trực tiếp các tác vụ","0","A","Thực thi gián tiếp các tác vụ, mà tác giả của chúng không thể thực hiện trực tiếp do không có quyền truy nhập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786097"
"q_137","An toàn hệ điều hành & Lỗ hổng","Medium","Zombie là một chương trình được thiết kế để giành quyền … một máy tính có kết nối Internet, và sử dụng máy tính bị kiểm soát để … các hệ thống khác","Xâm nhập / Nghe lén","Xâm nhập / Tấn công","Kiểm soát / Tấn công","Kiểm soát / Nghe lén","2","C","Kiểm soát / Tấn công","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786100"
"q_138","An toàn hệ điều hành & Lỗ hổng","Easy","Tìm phát biểu sai trong các phát biểu sau về vòng đời của virus","Giai đoạn “nằm im”: Virus trong giai đoạn không được kích hoạt và có thể được kích hoạt nhờ một sự kiện nào đó","Giai đoạn phát tán: Virus kiểm soát những chương trình mà nó đã tiếp xúc","Giai đoạn kích hoạt: virus được kích hoạt để thực thi các tác vụ đã thiết được định sẵn. Virus cũng thường được kích hoạt dựa trên một sự kiện nào đó","Giai đoạn thực hiện: thực thi các tác vụ. Một số virus có thể vô hại, nhưng một số khác có thể xoá dữ liệu, chương trình...","1","B","Giai đoạn phát tán: Virus kiểm soát những chương trình mà nó đã tiếp xúc","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786103"
"q_139","An toàn hệ điều hành & Lỗ hổng","Medium","Đâu không phải một phương pháp lây lan của Worms","Lây lan qua thư điện tử: sử dụng email để gửi bản copy của sâu đến các máy khác","Lây lan thông qua khả năng thực thi từ xa","Lây lan thông qua khả năng log-in (đăng nhập) từ xa","Cần sự đồng ý từ người dùng để lây lan từ máy này sang máy khác","3","D","Cần sự đồng ý từ người dùng để lây lan từ máy này sang máy khác","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786106"
"q_140","An toàn hệ điều hành & Lỗ hổng","Hard","Loại mã nguồn độc hại nào có thể được cài đặt song không gây tác hại cho đến khi một hoạt động nào đó được kích hoạt?","Sâu","Ngựa trojan","Logic bomb","Stealth virus","2","C","Logic bomb","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786109"
"q_141","Giao thức & Mạng bảo mật","Easy","PGP đảm bảo tính bí mật thông điệp bằng cách sử dụng:","Mã hóa khóa bất đối xứng sử dụng khóa phiên","Mã hóa khóa đối xứng sử dụng khóa phiên","Mã hóa khóa bất đối xứng sử dụng khóa công khai","Mã hóa khóa đối xứng sử dụng khóa công khai","1","B","Mã hóa khóa đối xứng sử dụng khóa phiên","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786112"
"q_142","Giao thức & Mạng bảo mật","Medium","Số lượng thao tác trong mỗi vòng xử lý của hàm băm MD5 là:","14","16","18","12","1","B","16","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786115"
"q_143","Giao thức & Mạng bảo mật","Medium","Trong các cặp khoá sau đây của hệ mật RSA với p=5 ; q=7 , cặp khóa nào có khả năng đúng nhất :","(e = 12 , d =11)","(e = 4 , d =11)","( e = 7 , d =23)","( e = 3 , d =18)","2","C","( e = 7 , d =23)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786119"
"q_144","Giao thức & Mạng bảo mật","Easy","Thuật giải SHA-1 dùng để :","Tạo khoá đối xứng","Tạo chữ ký số","Tạo một giá trị băm có độ dài cố định 160 bit","Tạo một giá trị băm có độ dài cố định 256 bit","2","C","Tạo một giá trị băm có độ dài cố định 160 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786122"
"q_145","Giao thức & Mạng bảo mật","Medium","Một hệ mã hóa (cryptosystem) được cấu thành từ hai thành phần chính gồm:","Phương pháp mã hóa và chia khối","Giải thuật mã hóa và ký số","Phương pháp mã hóa và không gian khóa","Giải thuật mã hóa và giải mã","2","C","Phương pháp mã hóa và không gian khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786125"
"q_146","Giao thức & Mạng bảo mật","Medium","Đâu là một phương pháp mã hóa","OR","AND","NOT","XOR","3","D","XOR","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786128"
"q_147","Giao thức & Mạng bảo mật","Easy","Kích thước khối dữ liệu xử lý của giải thuật mã hóa AES là:","160 bit","64 bit","192 bit","128 bit","3","D","128 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786131"
"q_148","Giao thức & Mạng bảo mật","Medium","Điểm khác nhau chính giữa hai loại hàm băm MDC và MAC là:","MDC là loại hàm băm không khóa, còn MAC là loại hàm băm có khóa","MDC có khả năng chống đụng độ cao hơn MAC","MDC an toàn hơn MAC","MAC an toàn hơn MDC","0","A","MDC là loại hàm băm không khóa, còn MAC là loại hàm băm có khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786134"
"q_149","Giao thức & Mạng bảo mật","Medium","Một trong các điểm yếu của các hệ mã hóa khóa công khai là:","Khó cài đặt trên thực tế","Khó khăn trong quản lý và phân phối khóa","Tốc độ chậm","Độ an toàn thấp","2","C","Tốc độ chậm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786137"
"q_150","Giao thức & Mạng bảo mật","Easy","Hai thuộc tính cơ bản quan trọng nhất của một hàm băm là:","Nén và một chiều","Dễ tính toán và có đầu ra cố định","Một chiều và đầu ra cố định","Nén và dễ tính toán","3","D","Nén và dễ tính toán","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786140"
"q_151","Giao thức & Mạng bảo mật","Medium","Độ an toàn của hệ mật mã RSA dựa trên...","Độ phức tạp cao của giải thuật RSA","Chi phí tính toán lớn","Tính khó của việc phân tích số nguyên rất lớn","Khóa có kích thước lớn","2","C","Tính khó của việc phân tích số nguyên rất lớn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786143"
"q_152","Giao thức & Mạng bảo mật","Medium","Khi sinh cặp khóa RSA, các số nguyên tố p và q nên được chọn với kích thước…","p càng lớn càng tốt","Bằng khoảng một nửa kích thước của modulo n","Không có yêu cầu về kích thước của p và q","q càng lớn càng tốt","1","B","Bằng khoảng một nửa kích thước của modulo n","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786148"
"q_153","Giao thức & Mạng bảo mật","Easy","Tìm phát biểu đúng về mã hóa khóa bất đối xứng (Asymmetric key cryptography):","An toàn hơn mã hóa khóa bí mật","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","Chỉ sử dụng kỹ thuật mã hóa khối","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","1","B","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786151"
"q_154","Giao thức & Mạng bảo mật","Hard","Tìm phát biểu đúng về mã hóa khóa đối xứng (Symmetric key cryptography):","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","An toàn hơn mã hóa khóa công khai","Chỉ sử dụng kỹ thuật mã hóa khối","0","A","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786154"
"q_155","Giao thức & Mạng bảo mật","Medium","Số lượng vòng lặp chính thực hiện xáo trộn dữ liệu theo hàm Feistel (F) trong giải thuật DES là:","14","16","18","20","1","B","16","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786157"
"q_156","Giao thức & Mạng bảo mật","Easy","Các hộp thay thế s-box trong giải thuật DES có số bit đầu vào và đầu ra tương ứng là:","Vào 4 bit và ra 4 bit","Vào 6 bit và ra 6 bit","Vào 8 bit và ra 6 bit","Vào 6 bit và ra 4 bit","3","D","Vào 6 bit và ra 4 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786160"
"q_157","Giao thức & Mạng bảo mật","Medium","Một trong các ứng dụng phổ biến của các hàm băm là để tạo chuỗi...","CheckError","CheckTotal","CheckNum","Checksum","3","D","Checksum","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786163"
"q_158","Giao thức & Mạng bảo mật","Medium","Trong quá trình xử lý thông điệp đầu vào tạo chuỗi băm, số lượng vòng xử lý của hàm băm SHA1 là:","80","90","60","70","0","A","80","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786166"
"q_159","Giao thức & Mạng bảo mật","Easy","Giải thuật mã hóa AES được thiết kế dựa trên…","mạng hoán vị-vernam","mạng xor-thay thế","mạng hoán vị-thay thế","mạng hoán vị-xor","2","C","mạng hoán vị-thay thế","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786169"
"q_160","Giao thức & Mạng bảo mật","Medium","Một trong các điểm yếu của các hệ mã hóa khóa đối xứng là:","Chi phí tính toán lớn","Khó khăn trong quản lý và phân phối khóa","Độ an toàn thấp","Khó khăn trong cài đặt và triển khai hệ thống","1","B","Khó khăn trong quản lý và phân phối khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786172"
"q_161","Giao thức & Mạng bảo mật","Hard","Số vòng lặp chuyển đổi cần thực hiện để chuyển bản rõ thành bản mã của giải thuật mã hóa AES với khóa 192 bit là:","10","12","16","14","1","B","12","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786175"
"q_162","Giao thức & Mạng bảo mật","Easy","Một trong các ứng dụng phổ biến của các hàm băm một chiều là để...","Mã hóa thẻ tín dụng","Mã hóa địa chỉ","Mã hóa mật khẩu","Mã hóa tên tài khoản","2","C","Mã hóa mật khẩu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786178"
"q_163","Giao thức & Mạng bảo mật","Medium","PGP đảm bảo tính xác thực thông điệp bằng cách:","Mã hóa/giải mã thông điệp","Sử dụng hàm băm có khóa MAC","Sử dụng hàm băm không khóa MDC","Tạo và kiểm tra chữ ký số","3","D","Tạo và kiểm tra chữ ký số","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786181"
"q_164","Giao thức & Mạng bảo mật","Medium","Kích thước khóa hiệu dụng của hệ mã hóa DES là:","64 bit","128 bit","56 bit","48 bit","2","C","56 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786185"
"q_165","Giao thức & Mạng bảo mật","Easy","Trong mã hóa dòng (stream cipher), dữ liệu được xử lý theo…","Từng bit hoặc từng byte/ký tự","Từng bit","Từng byte","Từng chuỗi ký tự","0","A","Từng bit hoặc từng byte/ký tự","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786188"
"q_166","Giao thức & Mạng bảo mật","Medium","Trong hệ mật mã RSA, quan hệ toán học giữa khóa công khai e và số Phi(n) là:","Phi(n) là modulo của e","e và Phi(n) không có quan hệ với nhau","e và Phi(n) là 2 số nguyên tố cùng nhau","Phi(n) là modulo nghịch đảo của e","2","C","e và Phi(n) là 2 số nguyên tố cùng nhau","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786191"
"q_167","Giao thức & Mạng bảo mật","Medium","Các giải thuật mã hóa khóa đối xứng thông dụng gồm:","DES, RSA, RC4","DES, AES, PGP","DES, 3-DES, RSA","DES, 3-DES, AES","3","D","DES, 3-DES, AES","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786194"
"q_168","Giao thức & Mạng bảo mật","Easy","Trong hệ mật mã RSA, quan hệ toán học giữa khóa riêng d và khóa công khai e là:","d và e là 2 số nguyên tố cùng nhau","d và e không có quan hệ với nhau","d là modulo nghịch đảo của e","d là modulo của e","2","C","d là modulo nghịch đảo của e","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786197"
"q_169","Giao thức & Mạng bảo mật","Medium","Giải thuật mã hóa AES vận hành dựa trên một ma trận 4x4, được gọi là...","State","States","Status","Stock","0","A","State","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786200"
"q_170","Giao thức & Mạng bảo mật","Medium","Đâu là một ứng dụng của mã hóa?","PGG","GPP","PPG","PGP","3","D","PGP","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786203"
"q_171","Giao thức & Mạng bảo mật","Easy","Phần xử lý chính của SHA1 làm việc trên một chuỗi được gọi là state. Kích thước của state là:","160 bit","170 bit","150 bit","180 bit","0","A","160 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786207"
"q_172","Giao thức & Mạng bảo mật","Medium","Trật tự các khâu xử lý trong các vòng lặp chính của giải thuật mã hóa AES là:","AddRoundKey, MixColumns, ShiftRows, SubBytes","SubBytes, ShiftRows, MixColumns, AddRoundKey","SubBytes, MixColumns, ShiftRows, AddRoundKey","AddRoundKey, MixColumns, SubBytes, ShiftRows","1","B","SubBytes, ShiftRows, MixColumns, AddRoundKey","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786210"
"q_173","Giao thức & Mạng bảo mật","Medium","Văn bản sau khi được mã hóa gọi là gì?","Chứng chỉ.","Mật mã đối xứng.","Khóa công khai.","Văn bản mã.","3","D","Văn bản mã.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786213"
"q_174","Giao thức & Mạng bảo mật","Easy","Đặc tính nào sau đây không thuộc chức năng bảo mật thông tin trong các hệ thống mật mã?","Hiệu quả.","Bảo mật.","Toàn vẹn.","Không chối từ.","0","A","Hiệu quả.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786217"
"q_175","Giao thức & Mạng bảo mật","Hard","Ở hệ mật mã nào người gửi và người nhận thông diệp sử dụng cùng một khóa mã khi mã hóa công khai và giải mã?","Không đối xứng.","Đối xứng.","RS","Difie-Hellman.","1","B","Đối xứng.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786220"
"q_176","Giao thức & Mạng bảo mật","Medium","Chuẩn nào sau đây được chính phủ Mỹ sử dụng thay thế cho DES như là một chuẩn mã hóa dữ liệu?","DSA","ECC","3DES","AES","3","D","AES","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786223"
"q_177","Giao thức & Mạng bảo mật","Easy",". Ở hệ mật mã nào người gửi và người nhận thông điệp sử dụng các khóa khác nhau khi mã hóa và giải mã ?","Skipjack","Blowfish","Không đối xứng","Đối xứng","2","C","Không đối xứng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786226"
"q_178","Giao thức & Mạng bảo mật","Medium","Khi giá trị hàm băm của hai thông điệp khác nhau có giá trị tương tự nhau, ta gọi hiện tượng này là gì ?","Tấn công vào ngày sinh","Xung đột","Chữ ký số","Khóa công khai","1","B","Xung đột","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786229"
